gene_id	Op_Prot_Nat_A	Op_Prot_Nat_B	Op_Prot_Nat_C	Tr_Prot_Nat_A	Tr_Prot_Nat_B	Tr_Prot_Nat_C	Tr_Prot_Alk_A	Tr_Prot_Alk_B	Tr_Prot_Alk_C
scaffold57:hit:244753	0	0	0	0	0	0	0	0	0
scaffold57:hit:244694	0	0	0	0	0	0	0	0	0
scaffold57:hit:244631	0	0	0	0	0	0	0	0	0
scaffold568:hit:341628	0	4.71	1.44	2.16	9.5	5.07	4.84	20.88	9.75
scaffold56:hit:242821	0	0	0	0	0	0	0	0	0
scaffold56:hit:242806	0	0	0	0	0	0	0	0	0
scaffold56:hit:242805	0	0	0	0	0	0	0	0	0
scaffold56:hit:242731	0	0	0	0	0	0	0	0	0
scaffold56:hit:242728	0	0	2.53	0	3.53	0	3.34	0	0
scaffold56:hit:242722	0.13	1.91	0.68	1.33	3.9	2.23	2.12	6.99	4.37
scaffold56:hit:242719	0	3.9	0.59	2.23	1.1	1.87	3.06	7.06	2.1
scaffold56:hit:242356	0	0	0	0	0	0	0	0	0
scaffold56:hit:242200	76.04	71.3	69.8	108.42	39.19	120.14	103.43	102.22	73.06
scaffold56:hit:242198	4.66	3.97	5.4	2.58	0.57	5.06	4.87	2.6	2.29
scaffold56:hit:242197	0	9.15	4.47	7.02	24.76	9.18	9.75	36.28	17.14
scaffold56:hit:242056	0	0	0	0	0	0	0	0	0
scaffold56:hit:242043	0	0	0	0.1	0	0	0	0	0.07
scaffold554:hit:341530	6.37	4.94	5.84	10.42	9.49	4.36	4.98	7.93	9.72
scaffold55:hit:240514	0.08	3.66	1.89	5.13	9.99	6.5	6.37	18.29	9.75
scaffold55:hit:240429	3.96	3.42	3.63	6.2	4.95	3.36	3.29	4.36	4.97
scaffold55:hit:240420	20.88	16.58	18.09	27.69	24.19	19.83	16.35	23.92	18.78
scaffold55:hit:240414	1.65	4.2	2.18	3.57	6.15	2.57	2.4	5.97	3.34
scaffold55:hit:240402	56.23	75.13	52.91	71.03	88.66	63.42	52.71	85.33	58.76
scaffold55:hit:240397	14.02	14.81	12.54	18.5	23.53	12.66	12.23	18.73	14.58
scaffold55:hit:240394	30.41	28.85	24.45	40.05	42.21	27.03	28.13	37.83	31.02
scaffold55:hit:240184	0.08	0.47	0.18	0.31	1.46	0.46	0.56	2.63	0.82
scaffold55:hit:240173	0.32	0.4	0	0.93	1.91	0.53	0	3.13	0.31
scaffold55:hit:240098	0	0.5	0.23	0.32	0.74	0.32	0.5	1.55	0.73
scaffold55:hit:240028	0	0	1.18	0	6.12	2.52	3.57	4.09	2.49
scaffold540:hit:341368	0.34	0	0	0	0	0.19	0.38	0	0
scaffold54:hit:238776	0	0	0	0	0	0	0	0	0
scaffold54:hit:238771	0	0.11	0	0.08	0.07	0.03	0.03	0.07	0.09
scaffold54:hit:238767	0	0	0	0	0	0	0	0	0
scaffold54:hit:238686	7.77	4.86	9.05	9.69	10.44	11.69	5.65	7.27	4.19
scaffold54:hit:238652	0	0	0	0	0	0	0	0	0
scaffold54:hit:238485	0	0	0	0	0.14	0	0	0	0
scaffold54:hit:238465	2.12	13.74	0	0	8.41	7.01	0	13.49	8.58
scaffold54:hit:238328	18.72	16.88	18.82	19.63	26.83	18.44	17.07	23.53	23.68
scaffold54:hit:238319	0	3.54	2.93	4.03	17.34	6.61	8.92	25.63	12.76
scaffold54:hit:238316	0	0	0	0	0	0	0	0	0.11
scaffold54:hit:238272	0	0	0	0	0	0.34	0.43	0	0.38
scaffold54:hit:238171	0	0	0	0	0	0	0	0	0
scaffold54:hit:238125	0	0	0	0	0	0	0	0	0
scaffold533:hit:341253	0	0	0	0	0	0	0	0	0
scaffold53:hit:236651	0	0	0	0	0	0	0	0	0
scaffold53:hit:236609	0	0	0	0	0	0	0	0	0
scaffold53:hit:236601	0.37	2.31	1.43	2.78	5.13	2.74	4.2	14.62	5.84
scaffold53:hit:236557	7.92	9.43	10.52	12.52	14.8	9.33	6.23	15.04	9.01
scaffold53:hit:236512	0	0	0	0	0	0	0	0	0
scaffold53:hit:235663	0	0	0.07	0	0	0.04	0	0	0
scaffold53:hit:235555	0	0	0	0	0	0	0	0	0
scaffold53:hit:235526	0	0	0	0	0	0	0	0	0
scaffold53:hit:235525	0	0	0	0	0	0	0	0	0
scaffold53:hit:235521	0	0	0	0	7.2	0	0	0	0
scaffold53:hit:235520	0	0	0	0	1.33	0	0	3.37	0
scaffold53:hit:235519	0	0	0	0	1.33	0	0	3.37	0
scaffold53:hit:235477	0	0	0	0	0	0	0	0	0
scaffold53:hit:235476	0	0	0	0	0	0	0	0	0
scaffold53:hit:235475	0.86	0	0	1.31	0	0	0	0	0
scaffold53:hit:235440	0	0	0	0	0	0	0	0	0
scaffold53:hit:235350	0	0	0	0	0	0	0	0	0
scaffold53:hit:235229	0	0	0	0	0	0	0	0	0
scaffold53:hit:235150	0	0	0	0.27	0.46	0.1	0.21	0.42	0
scaffold53:hit:235120	0	0	0	0	0	0	0	0	0
scaffold52:hit:232304	7.25	0	2.21	0	9.16	4.44	5.77	5.12	2.45
scaffold52:hit:232303	27.95	23.25	23.92	35.3	40.97	26.85	37.46	41.42	38.97
scaffold52:hit:232244	0	11.54	4.31	6.67	30.22	12.48	15.71	61.16	23.35
scaffold52:hit:232144	13.38	12.75	15.02	19.9	19.5	16.85	12	23.32	16.62
scaffold52:hit:232033	29.97	28.64	28.26	29.03	45.36	18.74	17.84	27.77	17.65
scaffold514:hit:341095	0	0	0	0	0	0	0	0	2.57
scaffold51:hit:231154	0	0.03	0.05	0	0.19	0.16	0.02	0.36	0.18
scaffold51:hit:231152	0	3.1	0.36	1.35	2.47	1.43	0.82	6.43	3.47
scaffold51:hit:231078	0	48.18	84.12	4.54	25.62	93.9	8.19	53.52	85.7
scaffold51:hit:231016	0	0	0	0	0	0	0	0	0
scaffold51:hit:230995	0.35	0.51	0.84	0.99	0.96	0.71	0.51	1.21	0.83
scaffold51:hit:230942	0	0	0	0	0	0	0	0	0
scaffold50:hit:229662	2.49	2.82	2.37	2.14	4.14	2.04	1.91	6.24	1.44
scaffold50:hit:229045	0	0	0	0	0	0	0	0	0
scaffold50:hit:228547	0	0	0	0.1	0	0	0	0	0
scaffold50:hit:228450	0	4.02	1.78	2.83	6.88	5.41	4.99	15.66	8.09
scaffold50:hit:228440	0	0	0	0	0	0	0	0	0
scaffold50:hit:228436	0	0	0	0	0	0	0	0	0
scaffold50:hit:228385	0	0	0	0	0	0	0	0	0
scaffold50:hit:228264	13.3	10.71	12.45	12.96	18.5	13.35	13.18	16.65	17.61
scaffold5:hit:72342	0	0	0	0	0	0	0	0	0
scaffold5:hit:72341	0	0	0.27	0	0.34	0	0	0	0.84
scaffold5:hit:72224	0	0	0	0	0	0	0	0	0
scaffold5:hit:72047	0	1.25	0.24	2.14	3.55	1.36	1.63	6.79	2.65
scaffold5:hit:71994	4.6	4.17	6.19	6.38	5.53	6.57	4.92	4.46	8.02
scaffold5:hit:71985	29.08	33.05	28.27	29.08	34.91	30.44	28.39	34.47	36.4
scaffold5:hit:71898	77.97	79.77	73.17	97.52	97.79	80.55	72.71	90.06	90.29
scaffold5:hit:71893	10.35	11.57	9.27	12.48	16.11	12.08	10.81	13.69	12.46
scaffold5:hit:71808	12.73	10.91	12.29	7.78	11.94	12.53	15.7	9.61	16.83
scaffold5:hit:71800	44.69	49.79	44.23	53.77	62.92	48.56	39.63	49.44	52.55
scaffold5:hit:71701	0.59	1.5	1.36	1.97	1.01	1.07	0	1.3	0.95
scaffold5:hit:71662	0	8.04	2.54	7.58	20.86	8.58	12.81	39.3	15.54
scaffold5:hit:71551	2.29	4.21	3.92	3.46	6.76	4.06	3.83	10.37	5.49
scaffold5:hit:71541	107.48	71.17	92.37	115.29	86.51	83.43	82.55	82.37	94.5
scaffold5:hit:71540	0	0.91	0.42	0.42	2.47	1.07	1.74	5.09	1.54
scaffold5:hit:71350	0	0	0	0	0	0	0	0	0
scaffold5:hit:71349	0	0	0.43	0	0	0	0	0	0
scaffold5:hit:71304	40.84	45.23	34.56	41.83	45.28	37.17	41.85	44.55	44.9
scaffold5:hit:71280	37.38	38.89	39.85	49.14	54.28	37.84	37.76	49.67	50.9
scaffold5:hit:71217	0.08	0.1	0.23	0	0.18	0.17	0.08	0.17	0.45
scaffold5:hit:71212	10.22	8.99	8.14	14.66	12.38	7.52	6.85	12.4	6.33
scaffold5:hit:71207	0	0	0	0	0	0.75	0	0	0
scaffold5:hit:71011	3.37	5.67	3.61	6.36	11.14	4.91	3.77	8.1	6.32
scaffold5:hit:70898	83.01	78.12	72.62	107.76	101.09	89.03	75.19	90.04	108.11
scaffold5:hit:70896	0	0	0	0	0	0	0	0	0
scaffold5:hit:70886	6.12	4.07	5.49	9.78	6.01	4.86	5.7	4.6	6.54
scaffold5:hit:70879	9.4	8.88	7.78	9.95	11.94	8.75	7.58	11.65	8.86
scaffold5:hit:70878	20.02	19.4	19.79	22.87	32.88	21.04	18.13	25.96	20.89
scaffold5:hit:70871	31.68	29.32	27.9	39.59	42.38	28.65	29.7	43.14	37.79
scaffold5:hit:70868	58.65	60.2	51.7	70.05	80.52	61.29	66.62	76.59	75.44
scaffold5:hit:70748	213.07	215.45	185.01	274	285.74	185.82	186.26	271.15	228.55
scaffold5:hit:70744	145.81	142.65	132.81	190.22	183.99	175.47	162.56	182.82	167.79
scaffold5:hit:70730	8.31	10.51	8.5	9.25	11.06	12.34	11.98	9.39	14.29
scaffold5:hit:70638	34.28	32.54	29.92	39.1	45	31.37	30.37	40.34	37.61
scaffold5:hit:70619	6.35	6.78	5.2	5.94	9.11	6.4	7.3	8.44	7.67
scaffold5:hit:70609	0	0.62	0.52	0.95	1.75	0.73	1.31	2.85	1.38
scaffold49:hit:226713	25.13	32.21	30.85	41.72	35.71	38.35	38.5	52.99	41.17
scaffold49:hit:226706	0	0	0	0	0	0	0	0	0
scaffold49:hit:226633	0	0	0	0	0	0	0	0	0
scaffold49:hit:226618	7.18	6.67	5.09	10.01	8.45	7.01	6.99	7.33	6.9
scaffold48:hit:224928	10.42	9.25	11.77	16.74	5.2	20.88	11.87	10.8	10.95
scaffold48:hit:224926	44.63	27.38	28.66	42.88	36.11	35.17	38.7	51.51	34.76
scaffold48:hit:224823	13.67	14.46	13.7	13.3	17.95	13.28	13.3	20.2	15.41
scaffold48:hit:224548	0	0	0	0.07	0	0	0	0	0
scaffold475:hit:340572	71.23	61.19	61.3	78.38	80.91	67.16	48.22	89.97	64.16
scaffold47:hit:223139	7.28	8.78	8.5	9.14	11.66	7.56	9.49	11.07	9.98
scaffold47:hit:223137	693.35	661.52	621.59	620.2	624.59	714.27	670.16	612.72	681.36
scaffold47:hit:223041	21.68	22.35	27.65	23.57	24.85	31.64	19.28	25.88	32.82
scaffold47:hit:223017	94.5	125.28	92.18	112.27	120.53	103.4	109.02	110.01	112.36
scaffold47:hit:222934	0.11	18.2	1.42	0.44	44.26	0.5	0.23	66.4	5.59
scaffold47:hit:222870	0	3.51	1.45	3.14	9.25	3.98	6.43	15.59	7.41
scaffold47:hit:222780	101.14	117.21	120.99	93.42	122.82	145.52	106.06	100.44	127.99
scaffold46:hit:221284	2.46	0	0	1.78	0	1.47	0	1.32	1.1
scaffold46:hit:221208	0.1	2.63	1.06	2.66	9.56	2.78	5.17	13.81	7.28
scaffold46:hit:221085	219.65	313.54	253.92	58.35	186.24	54.6	108.56	34.19	19.01
scaffold46:hit:221063	0	0	0	0.94	0	0.36	0	0	0.62
scaffold46:hit:221055	4.46	5.46	6.14	7.17	8.13	5.67	5.38	4.7	7.27
scaffold46:hit:220935	0	6.01	0	0	0	0	0	4.8	0
scaffold46:hit:220934	995.48	544.84	590.26	2529.96	3287.91	2361.42	6114.97	6852.08	5062.97
scaffold46:hit:220902	9.7	3.9	7.05	11.01	7.8	11.63	19.8	20.56	22.95
scaffold46:hit:220756	1.52	3.57	2.85	1.55	1.5	3.04	0.94	3.25	2.8
scaffold45:hit:219596	0	0	0	0	0	0	0	0	0
scaffold45:hit:219594	0	0	0.13	0	0.16	0.07	0	0	0
scaffold45:hit:219538	0	0	0	0	0	0	0	0	0
scaffold45:hit:219368	0	0	0	0	0	0	0.73	0	0.63
scaffold45:hit:219164	8.66	11.6	7.72	10.38	14.5	10.25	10.11	15.71	12.25
scaffold45:hit:219154	18.29	15.86	14.08	25.14	22.61	12.05	15	21.89	14.44
scaffold45:hit:218939	0	0	0	0	0	0	0	0	0
scaffold45:hit:218488	13.46	9.39	15.4	12.03	17.05	10.8	8.37	19.02	12.78
scaffold45:hit:218341	1.03	2.04	0.49	1.77	0.66	2.24	0.63	0.34	1.78
scaffold44_2:hit:215913	5.15	7.85	4.43	4.9	9.42	8.84	4.33	4.52	4.12
scaffold44_2:hit:215816	2.12	2.94	1.85	2.59	3.92	2.58	1.97	3.43	3.14
scaffold44_1:hit:214861	2.41	12.25	4.53	7.29	21.69	12.04	15.43	59.97	17.89
scaffold44_1:hit:214790	4488.17	5287.67	3861.35	7014.19	8213.07	5444.17	3733.66	2803.68	1953.79
scaffold44_1:hit:214726	39.11	38.28	32.66	39.78	39.32	36	42.81	48.87	44.29
scaffold44_1:hit:214719	0	0	0	0	0	0	0	0	0
scaffold430:hit:339909	35.94	29.78	41.45	28.31	40.53	44.35	38.5	32.69	39.81
scaffold43:hit:213672	0	0.49	0	0	0	0	0	0	0
scaffold43:hit:213588	22.76	23.86	20.23	27.71	29.04	24.62	23.59	28.53	27.8
scaffold43:hit:213566	5.86	3.29	4.88	8.37	4.1	5.86	6.68	3.64	8.04
scaffold43:hit:213563	0	0.87	0.22	0.33	3.81	1	0.75	7.52	0.89
scaffold43:hit:213537	57.43	48.14	53.01	76.82	66.12	55.99	51.24	63.38	56.71
scaffold43:hit:213398	11.6	14.1	10.96	13.91	17.42	12.43	16.26	18.94	12.72
scaffold43:hit:213382	0.84	0.39	0.92	1.16	1.54	0.39	1.01	2.15	0.7
scaffold43:hit:213377	0.35	0.7	0.87	0.86	1.17	0.94	0.85	1.32	1.58
scaffold43:hit:213367	17.59	20.98	14.23	22.81	25.25	18.21	19.24	25.15	20.68
scaffold43:hit:213243	46.96	54.96	50.69	56.16	69.69	58.82	52.39	75.84	66.68
scaffold43:hit:213242	10.79	15.61	10.52	15.68	20.55	13.98	14.79	20.07	17.29
scaffold43:hit:213238	148.08	138.52	132.82	194.41	190.75	139.43	125.4	159.72	148.95
scaffold43:hit:213235	0	0	0	0	0	0	0	0	0
scaffold43:hit:213234	25.81	27.19	24.52	39.58	43.28	29.47	33.52	39.26	40.09
scaffold43:hit:213220	0.12	0.54	0.3	0.43	1.02	0.26	0.27	0.69	0.35
scaffold43:hit:213210	5.35	3.04	5.03	5.33	11.53	4.07	6.71	7.71	4.1
scaffold43:hit:213116	78.56	80.32	81.48	110.17	97.61	81.36	85.42	92.2	90.7
scaffold43:hit:213114	31.2	27.69	26.94	38.3	37.91	26.83	27.92	36.08	34.25
scaffold43:hit:213111	133.77	125.76	136.01	224.33	167.04	101.55	99.04	216.56	91.04
scaffold43:hit:213110	85.64	84.16	88.59	155.61	110.47	72.42	62.81	122.51	58.76
scaffold43:hit:213107	4144.5	3519.43	3488.89	3859.98	4252.11	3212.09	4124.91	4220.36	4367.79
scaffold43:hit:213100	11.25	9.21	12.23	14.58	16.26	11.18	9.42	13.65	18.69
scaffold43:hit:213098	17.08	19.27	19.47	25.08	26.53	23.52	19.3	28.64	22.32
scaffold43:hit:213094	0.67	0.83	0.75	1.8	2.13	0.81	1.28	2.07	1.99
scaffold43:hit:213086	1.36	1.71	1.41	1.43	0.8	0.84	0.36	1.75	0.86
scaffold43:hit:212927	16.58	16.29	14.16	8.5	7.13	12.86	15.02	11.98	18.24
scaffold42:hit:211480	0	0	0	0	0	0	0	0	0
scaffold42:hit:211443	0	0	0	0	0	0	0	0	0
scaffold42:hit:211395	2.83	0.89	2.92	2.36	2.52	1.54	2.06	2.57	2.73
scaffold42:hit:210985	0	0	0	0	0	0	0.14	0	0
scaffold42:hit:210853	27.61	25.09	24.13	26.31	30.49	26.24	26.56	31.58	32.33
scaffold42:hit:210843	0	0	0	0	0	0	0	0	0
scaffold42:hit:210835	0	0	0	0	0	0	0	0	0.28
scaffold42:hit:210656	2.36	8.61	5.96	10.68	22.95	10.88	13.28	34.63	18.99
scaffold42:hit:210643	0.32	0.55	0.34	0.36	0.35	0.4	0.5	0.3	0.37
scaffold42:hit:210629	0.12	3.36	1.8	2.13	5.1	2.81	4.53	10.29	4.47
scaffold42:hit:210556	0	0	0	0	0	0	0	0	0
scaffold42:hit:210356	0	0	0	0	0	0	0	0	0
scaffold42:hit:210270	0	0	0	0	0	0	0	0	0
scaffold42:hit:210267	0	0	0	0	0	0	0	0	0
scaffold42:hit:210256	44.03	32.96	30.65	46.21	30.38	47.6	48.42	46.9	35.63
scaffold42:hit:210195	0	0	0	0	0	0	0	0	0
scaffold42:hit:210176	36.5	33	28.32	34.89	39.82	27.93	29.83	34.54	33.84
scaffold42:hit:210171	0	0	0	0	0	0	0	0	0
scaffold42:hit:210149	5.35	11.36	10.53	4.13	6.45	11	8.35	8.65	18.02
scaffold41:hit:207025	0	4.84	1.22	3.67	10.05	5.46	6.73	19.82	8.92
scaffold41:hit:207022	0.05	4.39	2.18	4.59	9.02	4.51	4.96	22.63	9.58
scaffold41:hit:207018	0.06	2.45	1.17	2.99	8.86	3.59	5.29	15.57	7.78
scaffold41:hit:206818	0.62	7.03	5.57	4.91	14.73	6.63	9.86	24.19	11.1
scaffold41:hit:206735	0.51	2.66	0.78	2.7	4.3	1.94	3.38	10.17	4.36
scaffold41:hit:206637	0	0	0	0	0	0	0	0	0
scaffold408:hit:339669	280.83	248.18	253.7	297.16	303.76	275.13	233.31	298.53	253.45
scaffold407:hit:339660	0	0.38	0	0	1.07	0.16	0	0.65	0.29
scaffold40:hit:205042	0	4.85	1.72	5.93	4.7	4.54	2.21	1.99	0
scaffold40:hit:204992	0	0	0	0	0	0	0	0	0
scaffold40:hit:204950	0.38	5.12	1.71	4.29	9.33	3.61	5.76	17.67	7.3
scaffold40:hit:204861	0	0	0	0	0	0	0	0	0
scaffold40:hit:204860	0	0	0	0	0	0	0	0	0
scaffold40:hit:204859	0.82	0	0	0	0	0.95	0.94	0	0.81
scaffold40:hit:204858	0	0	0	0	0	0	0	0	0
scaffold40:hit:204814	3.37	4.34	2.09	5.2	2.77	3.32	3.9	7.22	3.37
scaffold40:hit:204809	0	0	0	0	0	0	0	0	0
scaffold40:hit:204802	0	0	0	0	0	0	0	0	0
scaffold40:hit:204801	0	0	0	0	0	0	0	0	0
scaffold40:hit:204791	0	0	0	0	0	0	0	0	0
scaffold40:hit:204790	0	0	0	0.31	0.13	0.12	0.24	0.62	0.75
scaffold399:hit:339503	3	3.19	3.45	1.69	6.02	2.65	1.13	4.6	1.01
scaffold399:hit:339502	15.23	22.2	4.71	17.28	19.77	5.49	10.96	39.24	5.47
scaffold396:hit:339381	1.07	2.68	1.87	2.27	1.26	2.01	1.74	1.95	1.03
scaffold39:hit:203540	0	0	0	0	0	0	0	0	0
scaffold39:hit:203506	0	0	0	0	0	0	0	0	0
scaffold39:hit:203502	0	0	0	0	0	0	0	0	0
scaffold39:hit:203497	0	0	0	0	0	0	0	0	0
scaffold39:hit:203462	0.11	0	0.11	0	0.13	0.24	0.24	0	0.11
scaffold39:hit:203461	0	0	0	0	0	0	0	0	0
scaffold39:hit:203457	0	0.48	0.18	0	0	0.1	0.21	0	0
scaffold39:hit:203395	0	0.32	0	0.18	0.31	0.42	0.14	0.28	0.62
scaffold39:hit:203389	0	0	0	0	0	0	5.58	0	0
scaffold39:hit:203155	35.67	148.9	29.63	122.09	39.55	124.8	84.33	17.11	144.05
scaffold39:hit:203152	0	0	0	0	0	0	0	0	0
scaffold39:hit:202941	0	0	0	0	0	0	0	0	0
scaffold39:hit:202880	0	0	0	0	0	0	0	0	0
scaffold39:hit:202864	0	0	0	0	0	0	0	0	0
scaffold39:hit:202862	0	0	0	0	0	0	0	0	0
scaffold39:hit:202860	0	0	0	0	0	0	0	0	0
scaffold39:hit:202855	0	0	0	0	0	0	0	0	0
scaffold39:hit:202771	84.96	107.8	110.01	96.46	78.99	131	113.47	102.09	96.71
scaffold39:hit:202765	31.16	31.73	26.24	31.31	38.01	27.33	24.04	42.95	32.32
scaffold38:hit:199854	50.13	53.09	40.69	54.34	61.58	49.63	43.41	62.83	54.82
scaffold38:hit:199776	94.64	68.91	78.96	72.38	93.97	76.69	81.59	85.65	87.31
scaffold38:hit:199700	0	0	0	0	0	0	0	0	0
scaffold376:hit:339235	0.22	0.27	0.21	0	0.09	0.19	0.08	0.08	0.21
scaffold376:hit:339234	0	0	0	0	0	0.04	0	0	0
scaffold376:hit:339233	0	0	0	0	0	0	0	0	0
scaffold37:hit:198165	0	0	0	0	0	0	0	0	0
scaffold37:hit:198164	0.3	0.38	0.57	1.29	0.71	0.33	0	0.98	0.58
scaffold37:hit:198161	0	0	0	0	0	0	0	0	0
scaffold37:hit:198103	0	0	0	0	0	0	0	0	0
scaffold37:hit:198059	0	3.45	2.14	4.99	13.6	4.89	4.63	25.52	10.35
scaffold37:hit:197985	12.38	13.25	9.59	20.61	8.88	12.73	13.09	14.39	13.37
scaffold37:hit:197964	0	0	0.76	0	0	0	0	0	0
scaffold37:hit:197962	539.91	517.54	515.91	575.39	670.21	545.6	552.28	616.75	608.32
scaffold37:hit:197860	7.59	6.57	7.85	6.67	8.31	8.23	8.11	5.9	8.29
scaffold37:hit:197810	53.54	56.93	45.32	66.28	66.58	48.75	54.19	60.46	58.71
scaffold37:hit:197802	6.91	6.26	7.5	10.07	6.5	25.74	11.35	10.37	10.54
scaffold37:hit:197800	3.02	3.38	4.09	4.49	6.71	2.81	3.46	6.4	4.72
scaffold368:hit:339078	14.26	15.07	13.37	19.46	19.71	15.98	15	19.45	18.41
scaffold365:hit:339049	0.5	0.22	0.31	0.43	0.58	0.28	0.1	0.35	0.34
scaffold363:hit:339018	4.37	7.55	5.66	6	8.52	8.11	8.56	11.19	12.15
scaffold361:hit:338999	73.5	66.92	55.67	104.42	96.3	71.37	74.11	83.61	86.03
scaffold36_2:hit:197069	0	0	0	0	0	0	0	0	0
scaffold36_2:hit:197036	0	1.22	1.77	0	1.17	0.56	0	0	0.95
scaffold36_2:hit:197032	0	0	0	0	0	0	0	0	0
scaffold36_2:hit:197029	0.47	1.74	1.68	1.2	3.3	2.36	0.28	1.84	1.64
scaffold36_2:hit:196973	0	0	0	0	0	0	0	0	0
scaffold36_2:hit:196971	0	0	0	0	0	0	0	0	0
scaffold36_2:hit:196900	0	1.71	0.63	1.01	3.26	1.54	3.8	1.45	2.65
scaffold36_1:hit:195528	0.05	0.06	0	0	0	0.03	0	0	0.05
scaffold36_1:hit:195368	0	0	0	0	0	0	0	0	0
scaffold36_1:hit:195337	5.09	8.77	6.35	7.96	10.82	7.54	7.01	10.37	8.05
scaffold355:hit:338956	150.85	183.09	164.72	64.05	187.21	136.62	109.16	139.8	183.72
scaffold35:hit:194876	180.12	221.73	209.94	158.1	216.82	216.17	191.35	203.93	223.8
scaffold35:hit:194735	115.1	91.24	86.77	161	72.28	124.05	144.33	129.78	105.41
scaffold35:hit:194727	8.55	12.34	11.88	10.34	17.82	10.9	10.63	14.15	12.58
scaffold35:hit:194452	0.41	6.45	2.61	4.58	15.03	6.68	10.53	35.29	12.21
scaffold35:hit:194344	0	3.35	1.1	1.61	7.06	3.07	6.05	20.73	10.37
scaffold35:hit:194337	55.99	41.14	34.11	50.18	44.85	35.64	49.95	46.06	50.04
scaffold35:hit:194226	0	0	0	0	0	0	0	0	0
scaffold35:hit:194223	141.43	135.31	136.39	167.75	156.47	162.86	127.51	181.32	143.38
scaffold35:hit:194219	1.18	1.53	0.55	1.01	0.69	0.85	3.61	2.92	1.65
scaffold344:hit:338745	0	0	0	0	0.71	0.14	0.18	0.57	0
scaffold34:hit:192642	15.82	13.23	8.54	15.72	17.29	9.03	16.69	14.96	11.24
scaffold34:hit:192530	0.13	3.12	1.14	1.96	6.22	2.22	4.85	13.28	6.54
scaffold34:hit:192418	16.92	0	13.23	19.34	12.21	7.4	8.65	4.83	2.45
scaffold34:hit:192417	0	0	0	0	0	0	0	0	0
scaffold34:hit:192295	0	0	0.35	0	0.73	0.05	0	0.41	0
scaffold34:hit:192253	0	2.1	0	0	2	0.47	0.94	1.76	0
scaffold34:hit:192240	0.06	2.95	1.07	2.46	6.75	3.03	3.3	13.96	4.75
scaffold34:hit:192190	0	0	0	0	0	0	0	0	0
scaffold34:hit:192188	0	0	0	0	0	0	0	0	0
scaffold338:hit:338517	0.04	0	0.04	0.06	0.1	0	0	0.14	0
scaffold338:hit:338516	1.86	2.94	0.95	4.17	5.83	0.46	1.87	4.76	1.3
scaffold338:hit:338515	0	0	0	0	0	0	0	0	0
scaffold332:hit:338356	0	0.85	0.78	1.14	2.08	1.6	1.9	4.76	2.73
scaffold331:hit:338268	0	25.16	10.7	22.36	60.99	33.72	51.44	158.56	79.57
scaffold330:hit:338172	256.97	263.19	240.3	320.88	340.93	286.95	255.08	308.08	314.91
scaffold33:hit:189685	0.01	3	1.08	2.65	6.11	3.5	4.2	12.09	6.51
scaffold33:hit:189681	0	0	0	0	0	0	0.65	0	0
scaffold33:hit:189580	0	0	0	0	0	0	0	0	0
scaffold33:hit:189203	0	0.1	0	0	0.1	0	0	0	0
scaffold33:hit:188659	0.88	5.65	4.11	1.34	8.62	2.05	0	2.84	2.63
scaffold33:hit:188655	0	0	0	0	0	0	0	0	0
scaffold33:hit:188617	10.33	10.49	10.96	16.92	17.29	16.15	9.97	18.77	17.95
scaffold33:hit:188548	0.27	0.34	0.78	0.78	1.62	1.34	0.3	1.78	0.53
scaffold33:hit:188404	2.29	3.91	3.57	4.62	7.44	3.53	0	3.29	3.78
scaffold33:hit:188402	10.67	10.22	13.56	15.87	17.69	15.59	14.38	21.54	18.66
scaffold33:hit:188378	87.06	91.27	84.22	105.59	113.52	92.4	86.23	102.61	112.7
scaffold33:hit:188229	8.55	7.68	9.46	12.96	13.69	9.23	7.89	17.05	9.75
scaffold33:hit:188106	0	0.07	0	0	0	0	0	0	0
scaffold33:hit:188100	0	0	0	0	0	0	0	0	0
scaffold33:hit:188074	29	28.17	21.91	39.75	29.06	11.18	18.54	20.43	22.39
scaffold33:hit:187889	16.06	16.73	14.03	20.15	20.75	16.87	16.26	22.05	20.74
scaffold33:hit:187785	0.13	0.08	0.03	0.28	0.27	0.07	0.11	0.33	0.16
scaffold33:hit:187782	0.57	1.06	0.91	0.4	1	0.5	0.71	1.88	0.54
scaffold33:hit:187781	0.25	0.76	0.53	0.92	1.97	0.8	1.3	3.26	1.37
scaffold33:hit:187776	0	0	0	0	0	0	0	0	0
scaffold321:hit:337951	0	0	0	0	0	0	0	0	0
scaffold321:hit:337950	54.15	56.32	49.46	74.71	77.65	58.76	61.56	76.84	66.97
scaffold32:hit:184742	9.6	13.38	12.01	12.44	15.37	15.01	9.29	14.27	15.89
scaffold32:hit:184731	0	0	0	0	0.19	0	0	0	0.08
scaffold32:hit:184729	0	0	0.08	0	0.1	0	0	0	0
scaffold32:hit:184670	11.5	0	0	0	0	0	0	0	0
scaffold32:hit:184621	0.21	2.72	0.75	1.86	4.21	2.34	2.48	6.76	4.88
scaffold32:hit:184617	46.57	50.91	50.37	45.58	59.36	44.42	52.01	46.05	61.07
scaffold32:hit:184483	0	0	0	0	0	0	0	0.2	0
scaffold32:hit:184389	0	0	0	0	0	0.05	0	0	0
scaffold32:hit:184388	0	0	0	0	0	0	0	0	0
scaffold32:hit:184385	0	0	0	0	0	0	0	0.1	0.08
